300 44850
1 173 48
1 174 29
1 175 9
1 176 12
1 177 51
1 178 53
1 179 27
1 180 28
1 181 23
1 182 30
1 183 72
1 184 86
1 185 51
1 186 67
1 187 53
1 188 61
1 189 100
1 190 1
1 191 32
1 192 16
1 193 7
1 194 15
1 195 49
1 196 46
1 197 98
1 198 20
1 199 90
1 200 13
1 201 80
1 202 60
1 203 41
1 204 18
1 205 9
1 206 67
1 207 34
1 208 95
1 209 11
1 210 15
1 211 33
1 212 22
1 213 2
1 214 58
1 215 83
1 216 99
1 217 48
1 218 73
1 219 85
1 220 93
1 221 22
1 222 82
1 223 16
1 224 77
1 225 12
1 226 37
1 227 85
1 228 74
1 229 93
1 230 32
1 231 75
1 232 7
1 233 36
1 234 69
1 235 70
1 236 90
1 237 88
1 238 68
1 239 4
1 240 84
1 241 33
1 242 61
1 243 79
1 244 16
1 245 13
1 246 73
1 247 90
1 248 99
1 249 16
1 250 59
1 251 48
1 252 7
1 253 72
1 254 62
1 255 67
1 256 5
1 257 74
1 258 6
1 259 12
1 260 75
1 261 100
1 262 29
1 263 74
1 264 67
1 265 58
1 266 83
1 267 92
1 268 36
1 269 48
1 270 37
1 271 63
1 272 96
1 273 46
1 274 72
1 275 33
1 276 42
1 277 74
1 278 55
1 279 33
1 280 40
1 281 28
1 282 2
1 283 7
1 284 52
1 285 93
1 286 42
1 287 2
1 288 83
1 289 28
1 290 31
1 291 10
1 292 35
1 293 16
1 294 99
1 295 57
1 296 37
1 297 25
1 298 82
1 299 100
1 300 10
2 3 79
2 4 44
2 5 56
2 6 98
2 7 49
2 8 45
2 9 96
2 10 29
2 11 64
2 12 78
2 13 81
2 14 62
2 15 58
2 16 96
2 17 50
2 18 20
2 19 44
2 20 42
2 21 39
2 22 23
2 23 23
2 24 75
2 25 42
2 26 34
2 27 31
2 28 30
2 29 84
2 30 33
2 31 41
2 32 15
2 33 54
2 34 87
2 35 25
2 36 79
2 37 25
2 38 12
2 39 16
2 40 75
2 41 50
2 42 39
2 43 12
2 44 22
2 45 81
2 46 12
2 47 62
2 48 42
2 49 92
2 50 31
2 51 71
2 52 44
2 53 23
2 54 8
2 55 90
2 56 88
2 57 91
2 58 33
2 59 44
2 60 66
2 61 16
2 62 18
2 63 39
2 64 62
2 65 52
2 66 80
2 67 16
2 68 100
2 69 2
2 70 19
2 71 86
2 72 70
2 73 56
2 74 40
2 75 98
2 76 70
2 77 12
2 78 20
2 79 48
2 80 7
2 81 54
2 82 88
2 83 55
2 84 81
2 85 69
2 86 83
2 87 59
2 88 27
2 89 4
2 90 8
2 91 31
2 92 12
2 93 45
2 94 56
2 95 32
2 96 89
2 97 1
2 98 51
2 99 80
2 100 57
2 101 95
2 102 75
2 103 92
2 104 15
2 105 67
2 106 35
2 107 59
2 108 16
2 109 22
2 110 79
2 111 24
2 112 31
2 113 78
2 114 42
2 115 28
2 116 86
2 117 77
2 118 4
2 119 82
2 120 69
2 121 63
2 122 82
2 123 41
2 124 75
2 125 90
2 126 71
2 127 5
2 128 82
2 129 24
2 130 53
2 131 100
2 132 34
2 133 52
2 134 61
2 135 27
2 136 95
2 137 42
2 138 72
2 139 17
2 140 71
2 141 58
2 142 85
2 143 29
2 144 80
2 145 86
2 146 70
2 147 6
2 148 89
2 149 8
2 150 9
2 151 3
2 152 11
2 153 69
2 154 64
2 155 50
2 156 47
2 157 6
2 158 56
2 159 91
2 160 3
2 161 77
2 162 5
2 163 65
2 164 74
2 165 10
2 166 79
2 167 78
2 168 88
2 169 42
2 170 47
2 171 60
2 172 41
2 173 97
2 174 4
2 175 7
2 176 27
2 177 43
2 178 9
2 179 44
2 180 71
2 181 98
2 182 13
2 183 39
2 184 82
2 185 99
2 186 29
2 187 5
2 188 63
2 189 69
2 190 8
2 191 17
2 192 31
2 193 26
2 194 83
2 195 98
2 196 97
2 197 8
2 198 47
2 199 99
2 200 12
2 201 31
2 202 65
2 203 44
2 204 30
2 205 82
2 206 42
2 207 94
2 208 81
2 209 16
2 210 64
2 211 24
2 212 8
2 213 45
2 214 54
2 215 73
2 216 19
2 217 66
2 218 80
2 219 30
2 220 1
2 221 26
2 222 13
2 223 44
2 224 52
2 225 44
2 226 43
2 227 83
2 228 68
2 229 21
2 230 9
2 231 24
2 232 47
2 233 47
2 234 61
2 235 25
2 236 88
2 237 9
2 238 75
2 239 51
2 240 42
2 241 35
2 242 92
2 243 63
2 244 50
2 245 93
2 246 41
2 247 66
2 248 17
2 249 56
2 250 84
2 251 76
2 252 66
2 253 11
2 254 98
2 255 13
2 256 47
2 257 48
2 258 69
2 259 73
2 260 95
2 261 11
2 262 56
2 263 23
2 264 38
2 265 65
2 266 51
2 267 82
2 268 83
2 269 29
2 270 10
2 271 87
2 272 70
2 273 51
2 274 21
2 275 38
2 276 82
2 277 21
2 278 89
2 279 96
2 280 99
2 281 85
2 282 30
2 283 68
2 284 29
2 285 50
2 286 53
2 287 30
2 288 5
2 289 15
2 290 41
2 291 34
2 292 56
2 293 35
2 294 40
2 295 3
2 296 14
2 297 52
2 298 41
2 299 36
2 300 8
3 4 78
3 5 38
3 6 67
3 7 57
3 8 8
3 9 62
3 10 18
3 11 66
3 12 93
3 13 63
3 14 41
3 15 71
3 16 30
3 17 15
3 18 15
3 19 82
3 20 17
3 21 2
3 22 96
3 23 31
3 24 49
3 25 8
3 26 7
3 27 78
3 28 68
3 29 36
3 30 67
3 31 96
3 32 26
3 33 12
3 34 41
3 35 66
3 36 62
3 37 17
3 38 9
3 39 13
3 40 67
3 41 23
3 42 37
3 43 33
3 44 38
3 45 86
3 46 74
3 47 70
3 48 89
3 49 50
3 50 8
3 51 15
3 52 56
3 53 39
3 54 84
3 55 10
3 56 79
3 57 81
3 58 70
3 59 54
3 60 17
3 61 11
3 62 46
3 63 23
3 64 1
3 65 9
3 66 82
3 67 33
3 68 6
3 69 27
3 70 74
3 71 45
3 72 83
3 73 90
3 74 58
3 75 56
3 76 55
3 77 73
3 78 16
3 79 37
3 80 84
3 81 58
3 82 34
3 83 3
3 84 39
3 85 49
3 86 18
3 87 48
3 88 90
3 89 26
3 90 46
3 91 81
3 92 96
3 93 33
3 94 86
3 95 75
3 96 6
3 97 44
3 98 73
3 99 84
3 100 51
3 101 12
3 102 48
3 103 67
3 104 57
3 105 61
3 106 36
3 107 76
3 108 24
3 109 40
3 110 68
3 111 42
3 112 42
3 113 54
3 114 59
3 115 69
3 116 73
3 117 23
3 118 81
3 119 99
3 120 100
3 121 69
3 122 56
3 123 71
3 124 9
3 125 98
3 126 17
3 127 7
3 128 47
3 129 39
3 130 24
3 131 25
3 132 92
3 133 25
3 134 31
3 135 75
3 136 3
3 137 76
3 138 60
3 139 83
3 140 88
3 141 42
3 142 10
3 143 22
3 144 69
3 145 71
3 146 94
3 147 17
3 148 28
3 149 45
3 150 93
3 151 81
3 152 33
3 153 58
3 154 81
3 155 80
3 156 12
3 157 83
3 158 47
3 159 72
3 160 48
3 161 11
3 162 80
3 163 20
3 164 15
3 165 70
3 166 15
3 167 65
3 168 63
3 169 17
3 170 25
3 171 33
3 172 25
3 173 98
3 174 89
3 175 99
3 176 53
3 177 98
3 178 64
3 179 35
3 180 1
3 181 54
3 182 37
3 183 79
3 184 60
3 185 58
3 186 75
3 187 41
3 188 60
3 189 38
3 190 9
3 191 77
3 192 28
3 193 74
3 194 28
3 195 65
3 196 57
3 197 24
3 198 83
3 199 97
3 200 24
3 201 36
3 202 5
3 203 52
3 204 100
3 205 2
3 206 6
3 207 12
3 208 9
3 209 7
3 210 18
3 211 69
3 212 13
3 213 29
3 214 31
3 215 56
3 216 86
3 217 51
3 218 54
3 219 97
3 220 93
3 221 88
3 222 98
3 223 45
3 224 57
3 225 40
3 226 19
3 227 64
3 228 37
3 229 6
3 230 97
3 231 58
3 232 75
3 233 32
3 234 79
3 235 75
3 236 70
3 237 51
3 238 1
3 239 98
3 240 87
3 241 59
3 242 98
3 243 7
3 244 73
3 245 63
3 246 12
3 247 3
3 248 8
3 249 100
3 250 50
3 251 26
3 252 100
3 253 90
3 254 31
3 255 60
3 256 16
3 257 87
3 258 66
3 259 81
3 260 95
3 261 95
3 262 74
3 263 39
3 264 53
3 265 54
3 266 24
3 267 23
3 268 49
3 269 1
3 270 34
3 271 46
3 272 10
3 273 78
3 274 65
3 275 46
3 276 92
3 277 60
3 278 34
3 279 91
3 280 70
3 281 65
3 282 12
3 283 11
3 284 35
3 285 65
3 286 72
3 287 35
3 288 50
3 289 92
3 290 94
3 291 33
3 292 21
3 293 41
3 294 87
3 295 59
3 296 37
3 297 80
3 298 75
3 299 95
3 300 67
4 5 27
4 6 46
4 7 24
4 8 88
4 9 6
4 10 69
4 11 77
4 12 92
4 13 41
4 14 17
4 15 22
4 16 37
4 17 29
4 18 68
4 19 84
4 20 77
4 21 42
4 22 37
4 23 85
4 24 22
4 25 72
4 26 35
4 27 7
4 28 92
4 29 10
4 30 85
4 31 87
4 32 19
4 33 100
4 34 78
4 35 83
4 36 95
4 37 46
4 38 38
4 39 85
4 40 44
4 41 71
4 42 40
4 43 42
4 44 89
4 45 82
4 46 55
4 47 50
4 48 34
4 49 42
4 50 21
4 51 75
4 52 49
4 53 42
4 54 80
4 55 15
4 56 90
4 57 41
4 58 58
4 59 53
4 60 65
4 61 98
4 62 69
4 63 2
4 64 69
4 65 79
4 66 57
4 67 67
4 68 14
4 69 83
4 70 13
4 71 21
4 72 68
4 73 74
4 74 24
4 75 48
4 76 100
4 77 42
4 78 6
4 79 17
4 80 28
4 81 18
4 82 44
4 83 72
4 84 89
4 85 15
4 86 23
4 87 28
4 88 94
4 89 89
4 90 49
4 91 98
4 92 85
4 93 10
4 94 82
4 95 82
4 96 94
4 97 75
4 98 9
4 99 68
4 100 10
4 101 70
4 102 97
4 103 62
4 104 82
4 105 83
4 106 90
4 107 84
4 108 72
4 109 11
4 110 41
4 111 69
4 112 94
4 113 74
4 114 85
4 115 87
4 116 24
4 117 20
4 118 85
4 119 39
4 120 78
4 121 46
4 122 19
4 123 31
4 124 35
4 125 93
4 126 1
4 127 17
4 128 19
4 129 72
4 130 73
4 131 59
4 132 33
4 133 5
4 134 45
4 135 59
4 136 29
4 137 92
4 138 54
4 139 28
4 140 98
4 141 68
4 142 97
4 143 66
4 144 15
4 145 51
4 146 11
4 147 42
4 148 86
4 149 42
4 150 39
4 151 12
4 152 54
4 153 80
4 154 32
4 155 59
4 156 26
4 157 82
4 158 17
4 159 68
4 160 61
4 161 29
4 162 12
4 163 29
4 164 44
4 165 87
4 166 79
4 167 19
4 168 35
4 169 13
4 170 77
4 171 58
4 172 32
4 173 76
4 174 4
4 175 52
4 176 79
4 177 3
4 178 55
4 179 20
4 180 70
4 181 68
4 182 20
4 183 52
4 184 71
4 185 23
4 186 31
4 187 25
4 188 60
4 189 47
4 190 59
4 191 94
4 192 26
4 193 28
4 194 2
4 195 81
4 196 70
4 197 94
4 198 66
4 199 4
4 200 85
4 201 70
4 202 77
4 203 94
4 204 50
4 205 10
4 206 24
4 207 49
4 208 84
4 209 9
4 210 31
4 211 94
4 212 76
4 213 67
4 214 86
4 215 6
4 216 79
4 217 100
4 218 45
4 219 28
4 220 73
4 221 41
4 222 97
4 223 69
4 224 29
4 225 71
4 226 71
4 227 98
4 228 100
4 229 66
4 230 39
4 231 99
4 232 76
4 233 86
4 234 69
4 235 18
4 236 11
4 237 95
4 238 4
4 239 79
4 240 97
4 241 17
4 242 63
4 243 52
4 244 73
4 245 21
4 246 33
4 247 45
4 248 2
4 249 76
4 250 55
4 251 70
4 252 16
4 253 43
4 254 86
4 255 62
4 256 34
4 257 56
4 258 79
4 259 100
4 260 92
4 261 93
4 262 86
4 263 40
4 264 26
4 265 59
4 266 16
4 267 4
4 268 52
4 269 46
4 270 11
4 271 80
4 272 29
4 273 69
4 274 3
4 275 29
4 276 25
4 277 99
4 278 2
4 279 75
4 280 67
4 281 76
4 282 31
4 283 97
4 284 48
4 285 67
4 286 27
4 287 36
4 288 40
4 289 35
4 290 55
4 291 6
4 292 70
4 293 44
4 294 44
4 295 4
4 296 92
4 297 99
4 298 84
4 299 69
4 300 39
5 6 2
5 7 67
5 8 43
5 9 49
5 10 91
5 11 37
5 12 25
5 13 86
5 14 12
5 15 14
5 16 99
5 17 18
5 18 66
5 19 21
5 20 33
5 21 40
5 22 17
5 23 96
5 24 66
5 25 9
5 26 49
5 27 84
5 28 78
5 29 82
5 30 15
5 31 39
5 32 92
5 33 9
5 34 60
5 35 47
5 36 77
5 37 78
5 38 47
5 39 36
5 40 80
5 41 73
5 42 87
5 43 11
5 44 81
5 45 37
5 46 59
5 47 68
5 48 39
5 49 32
5 50 90
5 51 61
5 52 35
5 53 7
5 54 9
5 55 25
5 56 57
5 57 72
5 58 53
5 59 6
5 60 82
5 61 72
5 62 21
5 63 16
5 64 89
5 65 66
5 66 6
5 67 31
5 68 74
5 69 89
5 70 100
5 71 67
5 72 15
5 73 53
5 74 27
5 75 60
5 76 76
5 77 92
5 78 46
5 79 18
5 80 99
5 81 15
5 82 12
5 83 95
5 84 82
5 85 55
5 86 29
5 87 70
5 88 1
5 89 52
5 90 82
5 91 60
5 92 94
5 93 77
5 94 57
5 95 95
5 96 13
5 97 57
5 98 27
5 99 69
5 100 13
5 101 2
5 102 72
5 103 21
5 104 78
5 105 18
5 106 22
5 107 32
5 108 78
5 109 88
5 110 2
5 111 83
5 112 41
5 113 52
5 114 93
5 115 25
5 116 46
5 117 98
5 118 36
5 119 7
5 120 50
5 121 76
5 122 22
5 123 65
5 124 50
5 125 38
5 126 29
5 127 64
5 128 19
5 129 89
5 130 90
5 131 19
5 132 83
5 133 8
5 134 66
5 135 9
5 136 24
5 137 68
5 138 36
5 139 70
5 140 58
5 141 77
5 142 100
5 143 27
5 144 89
5 145 8
5 146 95
5 147 9
5 148 18
5 149 31
5 150 12
5 151 19
5 152 43
5 153 64
5 154 31
5 155 22
5 156 27
5 157 83
5 158 41
5 159 38
5 160 40
5 161 23
5 162 46
5 163 52
5 164 9
5 165 58
5 166 64
5 167 62
5 168 18
5 169 75
5 170 17
5 171 54
5 172 100
5 173 47
5 174 18
5 175 57
5 176 92
5 177 4
5 178 91
5 179 93
5 180 91
5 181 47
5 182 56
5 183 100
5 184 88
5 185 95
5 186 60
5 187 42
5 188 56
5 189 48
5 190 79
5 191 74
5 192 62
5 193 91
5 194 83
5 195 85
5 196 6
5 197 39
5 198 89
5 199 19
5 200 59
5 201 77
5 202 51
5 203 1
5 204 45
5 205 95
5 206 81
5 207 87
5 208 28
5 209 68
5 210 40
5 211 31
5 212 53
5 213 41
5 214 68
5 215 49
5 216 97
5 217 1
5 218 27
5 219 7
5 220 4
5 221 74
5 222 27
5 223 39
5 224 61
5 225 12
5 226 62
5 227 26
5 228 38
5 229 76
5 230 85
5 231 78
5 232 17
5 233 3
5 234 57
5 235 16
5 236 32
5 237 66
5 238 92
5 239 7
5 240 36
5 241 69
5 242 42
5 243 31
5 244 100
5 245 4
5 246 35
5 247 76
5 248 46
5 249 83
5 250 72
5 251 88
5 252 80
5 253 25
5 254 69
5 255 14
5 256 50
5 257 88
5 258 38
5 259 96
5 260 19
5 261 33
5 262 56
5 263 42
5 264 51
5 265 11
5 266 42
5 267 91
5 268 95
5 269 11
5 270 69
5 271 95
5 272 15
5 273 83
5 274 35
5 275 55
5 276 57
5 277 43
5 278 37
5 279 56
5 280 1
5 281 48
5 282 90
5 283 8
5 284 78
5 285 65
5 286 4
5 287 55
5 288 56
5 289 20
5 290 72
5 291 95
5 292 24
5 293 49
5 294 24
5 295 4
5 296 52
5 297 47
5 298 99
5 299 35
5 300 58
6 7 57
6 8 57
6 9 83
6 10 96
6 11 11
6 12 55
6 13 26
6 14 50
6 15 63
6 16 22
6 17 9
6 18 17
6 19 79
6 20 18
6 21 89
6 22 84
6 23 62
6 24 83
6 25 85
6 26 74
6 27 65
6 28 11
6 29 41
6 30 24
6 31 55
6 32 88
6 33 96
6 34 49
6 35 62
6 36 78
6 37 42
6 38 13
6 39 10
6 40 47
6 41 79
6 42 45
6 43 15
6 44 7
6 45 91
6 46 41
6 47 88
6 48 10
6 49 10
6 50 47
6 51 99
6 52 7
6 53 79
6 54 24
6 55 40
6 56 1
6 57 16
6 58 73
6 59 66
6 60 75
6 61 76
6 62 71
6 63 42
6 64 91
6 65 97
6 66 18
6 67 6
6 68 36
6 69 33
6 70 51
6 71 71
6 72 23
6 73 50
6 74 80
6 75 80
6 76 50
6 77 34
6 78 4
6 79 57
6 80 45
6 81 9
6 82 78
6 83 66
6 84 25
6 85 17
6 86 64
6 87 34
6 88 45
6 89 6
6 90 20
6 91 21
6 92 87
6 93 97
6 94 66
6 95 62
6 96 12
6 97 33
6 98 15
6 99 32
6 100 63
6 101 93
6 102 61
6 103 12
6 104 21
6 105 33
6 106 97
6 107 34
6 108 7
6 109 93
6 110 63
6 111 37
6 112 100
6 113 94
6 114 67
6 115 10
6 116 51
6 117 91
6 118 83
6 119 85
6 120 22
6 121 29
6 122 89
6 123 70
6 124 100
6 125 89
6 126 80
6 127 77
6 128 2
6 129 46
6 130 95
6 131 17
6 132 48
6 133 40
6 134 43
6 135 82
6 136 91
6 137 81
6 138 67
6 139 4
6 140 85
6 141 66
6 142 86
6 143 52
6 144 42
6 145 32
6 146 36
6 147 87
6 148 92
6 149 15
6 150 53
6 151 65
6 152 68
6 153 61
6 154 14
6 155 89
6 156 68
6 157 53
6 158 28
6 159 75
6 160 5
6 161 21
6 162 76
6 163 66
6 164 60
6 165 92
6 166 45
6 167 58
6 168 58
6 169 88
6 170 63
6 171 52
6 172 47
6 173 97
6 174 48
6 175 90
6 176 35
6 177 71
6 178 50
6 179 59
6 180 78
6 181 55
6 182 17
6 183 10
6 184 24
6 185 46
6 186 80
6 187 26
6 188 15
6 189 27
6 190 18
6 191 87
6 192 55
6 193 39
6 194 11
6 195 11
6 196 7
6 197 93
6 198 26
6 199 26
6 200 63
6 201 3
6 202 11
6 203 32
6 204 36
6 205 96
6 206 43
6 207 67
6 208 91
6 209 93
6 210 57
6 211 99
6 212 23
6 213 17
6 214 6
6 215 49
6 216 84
6 217 1
6 218 40
6 219 76
6 220 13
6 221 41
6 222 98
6 223 32
6 224 79
6 225 20
6 226 83
6 227 5
6 228 38
6 229 22
6 230 42
6 231 64
6 232 73
6 233 23
6 234 27
6 235 21
6 236 29
6 237 84
6 238 80
6 239 11
6 240 37
6 241 85
6 242 4
6 243 90
6 244 37
6 245 79
6 246 84
6 247 14
6 248 88
6 249 35
6 250 62
6 251 17
6 252 9
6 253 75
6 254 60
6 255 27
6 256 9
6 257 30
6 258 17
6 259 41
6 260 20
6 261 78
6 262 24
6 263 87
6 264 90
6 265 19
6 266 14
6 267 47
6 268 78
6 269 22
6 270 100
6 271 94
6 272 33
6 273 67
6 274 14
6 275 79
6 276 54
6 277 77
6 278 29
6 279 98
6 280 93
6 281 45
6 282 92
6 283 20
6 284 98
6 285 62
6 286 9
6 287 81
6 288 95
6 289 43
6 290 54
6 291 55
6 292 20
6 293 15
6 294 44
6 295 84
6 296 52
6 297 86
6 298 52
6 299 52
6 300 81
7 8 17
7 9 46
7 10 40
7 11 11
7 12 48
7 13 86
7 14 10
7 15 92
7 16 47
7 17 95
7 18 80
7 19 12
7 20 13
7 21 2
7 22 79
7 23 46
7 24 23
7 25 46
7 26 31
7 27 74
7 28 70
7 29 50
7 30 40
7 31 59
7 32 58
7 33 44
7 34 68
7 35 55
7 36 21
7 37 13
7 38 21
7 39 29
7 40 4
7 41 95
7 42 85
7 43 2
7 44 41
7 45 71
7 46 44
7 47 46
7 48 77
7 49 96
7 50 53
7 51 41
7 52 49
7 53 50
7 54 3
7 55 57
7 56 57
7 57 35
7 58 96
7 59 90
7 60 29
7 61 22
7 62 31
7 63 76
7 64 74
7 65 34
7 66 32
7 67 57
7 68 63
7 69 84
7 70 17
7 71 91
7 72 67
7 73 94
7 74 5
7 75 4
7 76 3
7 77 40
7 78 39
7 79 20
7 80 92
7 81 37
7 82 74
7 83 89
7 84 64
7 85 64
7 86 99
7 87 47
7 88 38
7 89 58
7 90 89
7 91 99
7 92 1
7 93 81
7 94 55
7 95 18
7 96 13
7 97 41
7 98 31
7 99 10
7 100 64
7 101 55
7 102 16
7 103 38
7 104 92
7 105 86
7 106 93
7 107 84
7 108 48
7 109 25
7 110 70
7 111 80
7 112 55
7 113 86
7 114 51
7 115 12
7 116 34
7 117 86
7 118 12
7 119 38
7 120 95
7 121 83
7 122 5
7 123 23
7 124 17
7 125 13
7 126 46
7 127 13
7 128 34
7 129 61
7 130 63
7 131 88
7 132 9
7 133 68
7 134 27
7 135 5
7 136 58
7 137 98
7 138 23
7 139 92
7 140 99
7 141 23
7 142 39
7 143 12
7 144 66
7 145 56
7 146 32
7 147 45
7 148 47
7 149 91
7 150 60
7 151 13
7 152 61
7 153 24
7 154 20
7 155 46
7 156 15
7 157 89
7 158 55
7 159 8
7 160 98
7 161 48
7 162 44
7 163 32
7 164 60
7 165 72
7 166 93
7 167 21
7 168 18
7 169 90
7 170 47
7 171 63
7 172 12
7 173 72
7 174 11
7 175 11
7 176 94
7 177 4
7 178 85
7 179 41
7 180 7
7 181 17
7 182 8
7 183 54
7 184 69
7 185 85
7 186 87
7 187 89
7 188 29
7 189 31
7 190 27
7 191 12
7 192 45
7 193 85
7 194 45
7 195 20
7 196 32
7 197 85
7 198 23
7 199 15
7 200 42
7 201 40
7 202 78
7 203 18
7 204 65
7 205 47
7 206 68
7 207 67
7 208 29
7 209 82
7 210 49
7 211 80
7 212 42
7 213 75
7 214 30
7 215 67
7 216 51
7 217 98
7 218 15
7 219 35
7 220 83
7 221 26
7 222 53
7 223 79
7 224 42
7 225 54
7 226 29
7 227 57
7 228 49
7 229 100
7 230 44
7 231 70
7 232 32
7 233 52
7 234 23
7 235 73
7 236 11
7 237 70
7 238 54
7 239 46
7 240 52
7 241 58
7 242 90
7 243 1
7 244 5
7 245 11
7 246 97
7 247 100
7 248 70
7 249 13
7 250 7
7 251 21
7 252 87
7 253 48
7 254 3
7 255 79
7 256 26
7 257 96
7 258 78
7 259 86
7 260 71
7 261 75
7 262 30
7 263 2
7 264 31
7 265 77
7 266 26
7 267 92
7 268 43
7 269 16
7 270 70
7 271 33
7 272 75
7 273 55
7 274 53
7 275 57
7 276 81
7 277 65
7 278 67
7 279 64
7 280 26
7 281 40
7 282 87
7 283 44
7 284 41
7 285 7
7 286 21
7 287 64
7 288 15
7 289 8
7 290 24
7 291 83
7 292 12
7 293 6
7 294 70
7 295 41
7 296 58
7 297 51
7 298 62
7 299 27
7 300 56
8 9 55
8 10 79
8 11 55
8 12 24
8 13 97
8 14 94
8 15 66
8 16 68
8 17 63
8 18 73
8 19 97
8 20 88
8 21 100
8 22 23
8 23 56
8 24 2
8 25 58
8 26 71
8 27 36
8 28 80
8 29 48
8 30 7
8 31 71
8 32 52
8 33 86
8 34 32
8 35 62
8 36 43
8 37 45
8 38 77
8 39 15
8 40 91
8 41 38
8 42 66
8 43 1
8 44 47
8 45 46
8 46 43
8 47 62
8 48 28
8 49 73
8 50 31
8 51 66
8 52 87
8 53 1
8 54 77
8 55 54
8 56 61
8 57 50
8 58 75
8 59 10
8 60 42
8 61 9
8 62 33
8 63 22
8 64 91
8 65 24
8 66 51
8 67 19
8 68 49
8 69 16
8 70 68
8 71 33
8 72 60
8 73 76
8 74 62
8 75 15
8 76 79
8 77 30
8 78 27
8 79 34
8 80 72
8 81 66
8 82 25
8 83 85
8 84 27
8 85 85
8 86 67
8 87 31
8 88 45
8 89 98
8 90 46
8 91 77
8 92 83
8 93 2
8 94 8
8 95 89
8 96 18
8 97 16
8 98 56
8 99 29
8 100 19
8 101 21
8 102 50
8 103 97
8 104 66
8 105 7
8 106 71
8 107 58
8 108 35
8 109 29
8 110 31
8 111 46
8 112 2
8 113 82
8 114 40
8 115 100
8 116 5
8 117 88
8 118 60
8 119 40
8 120 3
8 121 65
8 122 93
8 123 89
8 124 95
8 125 61
8 126 94
8 127 64
8 128 10
8 129 43
8 130 51
8 131 67
8 132 27
8 133 15
8 134 65
8 135 61
8 136 71
8 137 36
8 138 5
8 139 31
8 140 46
8 141 100
8 142 77
8 143 50
8 144 33
8 145 72
8 146 38
8 147 83
8 148 46
8 149 46
8 150 90
8 151 62
8 152 62
8 153 55
8 154 29
8 155 67
8 156 91
8 157 95
8 158 39
8 159 77
8 160 72
8 161 68
8 162 99
8 163 61
8 164 6
8 165 2
8 166 88
8 167 47
8 168 44
8 169 7
8 170 10
8 171 15
8 172 63
8 173 97
8 174 76
8 175 11
8 176 52
8 177 4
8 178 86
8 179 24
8 180 98
8 181 2
8 182 88
8 183 7
8 184 58
8 185 58
8 186 23
8 187 52
8 188 56
8 189 61
8 190 62
8 191 22
8 192 42
8 193 77
8 194 64
8 195 88
8 196 58
8 197 63
8 198 10
8 199 98
8 200 98
8 201 27
8 202 41
8 203 61
8 204 23
8 205 19
8 206 86
8 207 50
8 208 57
8 209 63
8 210 30
8 211 83
8 212 90
8 213 32
8 214 62
8 215 17
8 216 80
8 217 97
8 218 26
8 219 21
8 220 74
8 221 10
8 222 38
8 223 38
8 224 6
8 225 55
8 226 45
8 227 93
8 228 1
8 229 25
8 230 39
8 231 2
8 232 99
8 233 39
8 234 65
8 235 38
8 236 25
8 237 77
8 238 63
8 239 14
8 240 7
8 241 65
8 242 22
8 243 98
8 244 50
8 245 15
8 246 40
8 247 85
8 248 10
8 249 53
8 250 19
8 251 73
8 252 37
8 253 14
8 254 46
8 255 66
8 256 29
8 257 9
8 258 42
8 259 86
8 260 53
8 261 46
8 262 67
8 263 48
8 264 97
8 265 45
8 266 18
8 267 99
