300 44850
5 114 100
5 115 100
5 116 100
5 117 100
5 118 100
5 119 100
5 120 100
5 121 100
5 122 100
5 123 100
5 124 100
5 125 100
5 126 100
5 127 100
5 128 100
5 129 100
5 130 100
5 131 100
5 132 100
5 133 100
5 134 100
5 135 100
5 136 100
5 137 100
5 138 100
5 139 100
5 140 100
5 141 100
5 142 100
5 143 100
5 144 100
5 145 100
5 146 100
5 147 100
5 148 100
5 149 100
5 150 100
5 151 100
5 152 100
5 153 100
5 154 100
5 155 100
5 156 100
5 157 100
5 158 100
5 159 100
5 160 100
5 161 100
5 162 100
5 163 100
5 164 100
5 165 100
5 166 100
5 167 100
5 168 100
5 169 100
5 170 100
5 171 100
5 172 100
5 173 100
5 174 100
5 175 100
5 176 100
5 177 100
5 178 100
5 179 100
5 180 100
5 181 100
5 182 100
5 183 100
5 184 100
5 185 100
5 186 100
5 187 100
5 188 100
5 189 100
5 190 100
5 191 100
5 192 100
5 193 100
5 194 100
5 195 100
5 196 100
5 197 100
5 198 100
5 199 100
5 200 100
5 201 100
5 202 100
5 203 100
5 204 100
5 205 100
5 206 100
5 207 100
5 208 100
5 209 100
5 210 100
5 211 100
5 212 100
5 213 100
5 214 100
5 215 100
5 216 100
5 217 100
5 218 100
5 219 100
5 220 100
5 221 100
5 222 100
5 223 100
5 224 100
5 225 100
5 226 100
5 227 100
5 228 100
5 229 100
5 230 100
5 231 100
5 232 100
5 233 100
5 234 100
5 235 100
5 236 100
5 237 100
5 238 100
5 239 100
5 240 100
5 241 100
5 242 100
5 243 100
5 244 100
5 245 100
5 246 100
5 247 100
5 248 100
5 249 100
5 250 100
5 251 100
5 252 100
5 253 100
5 254 100
5 255 100
5 256 100
5 257 100
5 258 100
5 259 100
5 260 100
5 261 100
5 262 100
5 263 100
5 264 100
5 265 100
5 266 100
5 267 100
5 268 100
5 269 100
5 270 100
5 271 100
5 272 100
5 273 100
5 274 100
5 275 100
5 276 100
5 277 100
5 278 100
5 279 100
5 280 100
5 281 100
5 282 100
5 283 100
5 284 100
5 285 100
5 286 100
5 287 100
5 288 100
5 289 100
5 290 100
5 291 100
5 292 100
5 293 100
5 294 100
5 295 100
5 296 100
5 297 100
5 298 100
5 299 100
5 300 100
6 7 100
6 8 100
6 9 100
6 10 100
6 11 100
6 12 100
6 13 100
6 14 100
6 15 100
6 16 100
6 17 100
6 18 100
6 19 100
6 20 100
6 21 100
6 22 100
6 23 100
6 24 100
6 25 100
6 26 100
6 27 100
6 28 100
6 29 100
6 30 100
6 31 100
6 32 100
6 33 100
6 34 100
6 35 100
6 36 100
6 37 100
6 38 100
6 39 100
6 40 100
6 41 100
6 42 100
6 43 100
6 44 100
6 45 100
6 46 100
6 47 100
6 48 100
6 49 100
6 50 100
6 51 100
6 52 100
6 53 100
6 54 100
6 55 100
6 56 100
6 57 100
6 58 100
6 59 100
6 60 100
6 61 100
6 62 100
6 63 100
6 64 100
6 65 100
6 66 100
6 67 100
6 68 100
6 69 100
6 70 100
6 71 100
6 72 100
6 73 100
6 74 100
6 75 100
6 76 100
6 77 100
6 78 100
6 79 100
6 80 100
6 81 100
6 82 100
6 83 100
6 84 100
6 85 100
6 86 100
6 87 100
6 88 100
6 89 100
6 90 100
6 91 100
6 92 100
6 93 100
6 94 100
6 95 100
6 96 100
6 97 100
6 98 100
6 99 100
6 100 100
6 101 100
6 102 100
6 103 100
6 104 100
6 105 100
6 106 100
6 107 100
6 108 100
6 109 100
6 110 100
6 111 100
6 112 100
6 113 100
6 114 100
6 115 100
6 116 100
6 117 100
6 118 100
6 119 100
6 120 100
6 121 100
6 122 100
6 123 100
6 124 100
6 125 100
6 126 100
6 127 100
6 128 100
6 129 100
6 130 100
6 131 100
6 132 100
6 133 100
6 134 100
6 135 100
6 136 100
6 137 100
6 138 100
6 139 100
6 140 100
6 141 100
6 142 100
6 143 100
6 144 100
6 145 100
6 146 100
6 147 100
6 148 100
6 149 100
6 150 100
6 151 100
6 152 100
6 153 100
6 154 100
6 155 100
6 156 100
6 157 100
6 158 100
6 159 100
6 160 100
6 161 100
6 162 100
6 163 100
6 164 100
6 165 100
6 166 100
6 167 100
6 168 100
6 169 100
6 170 100
6 171 100
6 172 100
6 173 100
6 174 100
6 175 100
6 176 100
6 177 100
6 178 100
6 179 100
6 180 100
6 181 100
6 182 100
6 183 100
6 184 100
6 185 100
6 186 100
6 187 100
6 188 100
6 189 100
6 190 100
6 191 100
6 192 100
6 193 100
6 194 100
6 195 100
6 196 100
6 197 100
6 198 100
6 199 100
6 200 100
6 201 100
6 202 100
6 203 100
6 204 100
6 205 100
6 206 100
6 207 100
6 208 100
6 209 100
6 210 100
6 211 100
6 212 100
6 213 100
6 214 100
6 215 100
6 216 100
6 217 100
6 218 100
6 219 100
6 220 100
6 221 100
6 222 100
6 223 100
6 224 100
6 225 100
6 226 100
6 227 100
6 228 100
6 229 100
6 230 100
6 231 100
6 232 100
6 233 100
6 234 100
6 235 100
6 236 100
6 237 100
6 238 100
6 239 100
6 240 100
6 241 100
6 242 100
6 243 100
6 244 100
6 245 100
6 246 100
6 247 100
6 248 100
6 249 100
6 250 100
6 251 100
6 252 100
6 253 100
6 254 100
6 255 100
6 256 100
6 257 100
6 258 100
6 259 100
6 260 100
6 261 100
6 262 100
6 263 100
6 264 100
6 265 100
6 266 100
6 267 100
6 268 100
6 269 100
6 270 100
6 271 100
6 272 100
6 273 100
6 274 100
6 275 100
6 276 100
6 277 100
6 278 100
6 279 100
6 280 100
6 281 100
6 282 100
6 283 100
6 284 100
6 285 100
6 286 100
6 287 100
6 288 100
6 289 100
6 290 100
6 291 100
6 292 100
6 293 100
6 294 100
6 295 100
6 296 100
6 297 100
6 298 100
6 299 100
6 300 100
7 8 100
7 9 100
7 10 100
7 11 100
7 12 100
7 13 100
7 14 100
7 15 100
7 16 100
7 17 100
7 18 100
7 19 100
7 20 100
7 21 100
7 22 100
7 23 100
7 24 100
7 25 100
7 26 100
7 27 100
7 28 100
7 29 100
7 30 100
7 31 100
7 32 100
7 33 100
7 34 100
7 35 100
7 36 100
7 37 100
7 38 100
7 39 100
7 40 100
7 41 100
7 42 100
7 43 100
7 44 100
7 45 100
7 46 100
7 47 100
7 48 100
7 49 100
7 50 100
7 51 100
7 52 100
7 53 100
7 54 100
7 55 100
7 56 100
7 57 100
7 58 100
7 59 100
7 60 100
7 61 100
7 62 100
7 63 100
7 64 100
7 65 100
7 66 100
7 67 100
7 68 100
7 69 100
7 70 100
7 71 100
7 72 100
7 73 100
7 74 100
7 75 100
7 76 100
7 77 100
7 78 100
7 79 100
7 80 100
7 81 100
7 82 100
7 83 100
7 84 100
7 85 100
7 86 100
7 87 100
7 88 100
7 89 100
7 90 100
7 91 100
7 92 100
7 93 100
7 94 100
7 95 100
7 96 100
7 97 100
7 98 100
7 99 100
7 100 100
7 101 100
7 102 100
7 103 100
7 104 100
7 105 100
7 106 100
7 107 100
7 108 100
7 109 100
7 110 100
7 111 100
7 112 100
7 113 100
7 114 100
7 115 100
7 116 100
7 117 100
7 118 100
7 119 100
7 120 100
7 121 100
7 122 100
7 123 100
7 124 100
7 125 100
7 126 100
7 127 100
7 128 100
7 129 100
7 130 100
7 131 100
7 132 100
7 133 100
7 134 100
7 135 100
7 136 100
7 137 100
7 138 100
7 139 100
7 140 100
7 141 100
7 142 100
7 143 100
7 144 100
7 145 100
7 146 100
7 147 100
7 148 100
7 149 100
7 150 100
7 151 100
7 152 100
7 153 100
7 154 100
7 155 100
7 156 100
7 157 100
7 158 100
7 159 100
7 160 100
7 161 100
7 162 100
7 163 100
7 164 100
7 165 100
7 166 100
7 167 100
7 168 100
7 169 100
7 170 100
7 171 100
7 172 100
7 173 100
7 174 100
7 175 100
7 176 100
7 177 100
7 178 100
7 179 100
7 180 100
7 181 100
7 182 100
7 183 100
7 184 100
7 185 100
7 186 100
7 187 100
7 188 100
7 189 100
7 190 100
7 191 100
7 192 100
7 193 100
7 194 100
7 195 100
7 196 100
7 197 100
7 198 100
7 199 100
7 200 100
7 201 100
7 202 100
7 203 100
7 204 100
7 205 100
7 206 100
7 207 100
7 208 100
7 209 100
7 210 100
7 211 100
7 212 100
7 213 100
7 214 100
7 215 100
7 216 100
7 217 100
7 218 100
7 219 100
7 220 100
7 221 100
7 222 100
7 223 100
7 224 100
7 225 100
7 226 100
7 227 100
7 228 100
7 229 100
7 230 100
7 231 100
7 232 100
7 233 100
7 234 100
7 235 100
7 236 100
7 237 100
7 238 100
7 239 100
7 240 100
7 241 100
7 242 100
7 243 100
7 244 100
7 245 100
7 246 100
7 247 100
7 248 100
7 249 100
7 250 100
7 251 100
7 252 100
7 253 100
7 254 100
7 255 100
7 256 100
7 257 100
7 258 100
7 259 100
7 260 100
7 261 100
7 262 100
7 263 100
7 264 100
7 265 100
7 266 100
7 267 100
7 268 100
7 269 100
7 270 100
7 271 100
7 272 100
7 273 100
7 274 100
7 275 100
7 276 100
7 277 100
7 278 100
7 279 100
7 280 100
7 281 100
7 282 100
7 283 100
7 284 100
7 285 100
7 286 100
7 287 100
7 288 100
7 289 100
7 290 100
7 291 100
7 292 100
7 293 100
7 294 100
7 295 100
7 296 100
7 297 100
7 298 100
7 299 100
7 300 100
8 9 100
8 10 100
8 11 100
8 12 100
8 13 100
8 14 100
8 15 100
8 16 100
8 17 100
8 18 100
8 19 100
8 20 100
8 21 100
8 22 100
8 23 100
8 24 100
8 25 100
8 26 100
8 27 100
8 28 100
8 29 100
8 30 100
8 31 100
8 32 100
8 33 100
8 34 100
8 35 100
8 36 100
8 37 100
8 38 100
8 39 100
8 40 100
8 41 100
8 42 100
8 43 100
8 44 100
8 45 100
8 46 100
8 47 100
8 48 100
8 49 100
8 50 100
8 51 100
8 52 100
8 53 100
8 54 100
8 55 100
8 56 100
8 57 100
8 58 100
8 59 100
8 60 100
8 61 100
8 62 100
8 63 100
8 64 100
8 65 100
8 66 100
8 67 100
8 68 100
8 69 100
8 70 100
8 71 100
8 72 100
8 73 100
8 74 100
8 75 100
8 76 100
8 77 100
8 78 100
8 79 100
8 80 100
8 81 100
8 82 100
8 83 100
8 84 100
8 85 100
8 86 100
8 87 100
8 88 100
8 89 100
8 90 100
8 91 100
8 92 100
8 93 100
8 94 100
8 95 100
8 96 100
8 97 100
8 98 100
8 99 100
8 100 100
8 101 100
8 102 100
8 103 100
8 104 100
8 105 100
8 106 100
8 107 100
8 108 100
8 109 100
8 110 100
8 111 100
8 112 100
8 113 100
8 114 100
8 115 100
8 116 100
8 117 100
8 118 100
8 119 100
8 120 100
8 121 100
8 122 100
8 123 100
8 124 100
8 125 100
8 126 100
8 127 100
8 128 100
8 129 100
8 130 100
8 131 100
8 132 100
8 133 100
8 134 100
8 135 100
8 136 100
8 137 100
8 138 100
8 139 100
8 140 100
8 141 100
8 142 100
8 143 100
8 144 100
8 145 100
8 146 100
8 147 100
8 148 100
8 149 100
8 150 100
8 151 100
8 152 100
8 153 100
8 154 100
8 155 100
8 156 100
8 157 100
8 158 100
8 159 100
8 160 100
8 161 100
8 162 100
8 163 100
8 164 100
8 165 100
8 166 100
8 167 100
8 168 100
8 169 100
8 170 100
8 171 100
8 172 100
8 173 100
8 174 100
8 175 100
8 176 100
8 177 100
8 178 100
8 179 100
8 180 100
8 181 100
8 182 100
8 183 100
8 184 100
8 185 100
8 186 100
8 187 100
8 188 100
8 189 100
8 190 100
8 191 100
8 192 100
8 193 100
8 194 100
8 195 100
8 196 100
8 197 100
8 198 100
8 199 100
8 200 100
8 201 100
8 202 100
8 203 100
8 204 100
8 205 100
8 206 100
8 207 100
8 208 100
8 209 100
8 210 100
8 211 100
8 212 100
8 213 100
8 214 100
8 215 100
8 216 100
8 217 100
8 218 100
8 219 100
8 220 100
8 221 100
8 222 100
8 223 100
8 224 100
8 225 100
8 226 100
8 227 100
8 228 100
8 229 100
8 230 100
8 231 100
8 232 100
8 233 100
8 234 100
8 235 100
8 236 100
8 237 100
8 238 100
8 239 100
8 240 100
8 241 100
8 242 100
8 243 100
8 244 100
8 245 100
8 246 100
8 247 100
8 248 100
8 249 100
8 250 100
8 251 100
8 252 100
8 253 100
8 254 100
8 255 100
8 256 100
8 257 100
8 258 100
8 259 100
8 260 100
8 261 100
8 262 100
8 263 100
8 264 100
8 265 100
8 266 100
8 267 100
